barcode;price;due_data;stock
8906130231913;2201.23;NO;1
8906130231906;2770.16;NO;1
7703712033641;686.27;NO;2
8904210707181;82.83;NO;15
8906069872591;108.26;NO;19
8906130231173;231.42;NO;6
7501033959967;142.78;NO;152
8906130231890;3993.03;NO;1
652931974297;17.08;NO;151
6921875010779;30.52;NO;4
7596347805420;6.9;NO;14
7596347805536;18.53;NO;18
8906130231296;975.46;NO;19
7410000703956;188.55;NO;16
7410000705080;188.55;NO;70
7593090000348;224.93;NO;6
7707236121549;224.16;NO;8
7598852000642;42.14;NO;1022
7750215021415;234.69;NO;7
7703153003586;586.37;NO;9
7596526000479;233.97;NO;27
8906112610392;15.62;NO;93
7598650000554;31.61;NO;54
7750215003770;164.94;NO;26
S/C000858;87.92;NO;23
S/C000860;155.86;NO;31
8904179736055;278.65;NO;6
8906005118325;222.34;NO;13
7592349723489;152.78;NO;9
7591243843101;134.66;NO;7
7502245840425;267.75;NO;80
8906130231210;232.88;NO;9
7598852001076;269.21;NO;2
7598852001069;180.2;NO;3
7707236127305;92.28;NO;78
7501384549954;83.2;NO;10
7707019420753;726.6;NO;9
7591243845105;124.84;NO;9
8908020242535;54.5;NO;7
8904210707372;170.39;NO;5
8906130231449;295.36;NO;10
7596139000033;134.06;NO;14
8901117247888;107.9;NO;1284
8470007971832;165.66;NO;2
8906130231807;11.63;NO;936
7592616471013;77.01;NO;2
7703712030787;15.62;NO;334
7593090000010;186.8;NO;15
7593090000713;164.28;NO;13
791466994957;334.24;NO;10
788070698715;562.12;NO;12
7598650000776;44.32;NO;28
793869810544;181.29;NO;6
7598852000710;90.46;NO;1
7597767000013;90.83;NO;74
7597767000020;90.83;NO;9
7597767000341;90.83;NO;83
7597767000037;90.83;NO;6
7592616480015;131.85;NO;3
7800061425407;71.93;NO;180
7702184010617;341.87;NO;16
7702184011775;388.37;NO;23
7590027001454;276.63;NO;388
7598252000563;282.28;NO;126
8906130231241;22.52;NO;219
8906130231258;316.07;NO;9
8906112610521;22.89;NO;12
7590027002918;135.99;NO;234
7592616576909;82.58;NO;14
8904178903960;28.34;NO;7
8906130232088;4495.84;NO;1
8904187868632;81.38;NO;16
7592616584126;137.99;NO;62
7467922681657;336.05;NO;11
7467922681466;187.1;NO;3
7599028000152;48.32;NO;2
731946648611;89.01;NO;235
8906082151468;29.06;NO;109
8906122851488;58.49;NO;154
7759050000043;742.22;NO;2
7598852001335;259.03;NO;10
7896714257600;889.5;NO;4
8904324101998;80.29;NO;2
7703712035928;1695.52;NO;3
8906130230329;430.87;NO;10
7770108671077;156.58;NO;20
7750215015209;195.09;NO;38
7770108671121;245.95;NO;24
7770108670575;245.95;NO;31
7598852000086;174.38;NO;30
7598852000307;317.52;NO;16
7592349949872;36.75;NO;30
7502226296722;97.73;NO;1
7707816989682;337.51;NO;167
7707816985783;41.05;NO;6229
7707816989873;312.07;NO;357
7593090000669;234.06;NO;23
6921875006017;232.88;NO;25
8904278576835;259.4;NO;71
7703153024796;415.25;NO;62
7598852001250;62.12;NO;87
7591243856705;119.04;NO;1144
7591243856729;123.61;NO;601
7594003280048;178.36;NO;9
7591651001476;119.83;NO;7
7592349926194;45.15;NO;60
7592349001129;154.56;NO;15
730170649142;62.76;NO;3
7592349001020;141.75;NO;46
7592349923872;129.85;NO;57
7592616013039;105.58;NO;107
7598176000342;54.86;NO;44
7592349001044;69.3;NO;30
7592349723229;137.2;NO;16
7703038050025;930.94;NO;8
7592349429787;111.11;NO;1
7592349001075;180.55;NO;17
7598176000441;54.68;NO;204
793869810438;150.41;NO;33
7896714200804;155.86;NO;96
7592782000741;165.92;NO;81
89060698725911;30.15;NO;39
7598176000038;62.12;NO;30
8906005117588;21.8;NO;58
5060560910732;103.54;NO;13
8906009238555;204.54;NO;20
730170649173;96.27;NO;97
730170648947;52.32;NO;46
7598677000025;74.11;NO;10
7598852001373;180.2;NO;8
7592782000055;75.53;NO;87
7596526000684;166.03;NO;10
7598176000236;85.01;NO;57
7750215005873;224.16;NO;8
5062045250821;99.54;NO;14
7592616204017;69.01;NO;341
8904210707143;63.58;NO;1
7598455000247;689.18;NO;53
8904210806204;142.78;NO;31
8904210707150;73.39;NO;65
8904210707013;129.7;NO;14
8904210707105;60.67;NO;42
8904210707099;97.73;NO;31
7598455000308;158.4;NO;57
7750215021927;142.41;NO;23
791466994827;58.49;NO;22
7598176000205;77.75;NO;66
730170649333;130.06;NO;40
7598176000311;98.82;NO;20
791466995978;288.46;NO;18
8904210707389;99.91;NO;32
7598431000179;135.79;NO;15
6942189304200;20.71;NO;39
7750215796597;111.53;NO;23
7468999187691;59.22;NO;236
7707236120146;77.38;NO;15
7598176000076;112.62;NO;24
6942189211300;10.9;NO;7
7598677000209;252.86;NO;24
7592782000963;106.52;NO;19
8904210808147;152.95;NO;5
7598650000622;31.24;NO;50
7598176000489;77.75;NO;54
7598852000819;62.85;NO;60
7598176000618;372.02;NO;2
7596347802542;75.93;NO;1
6942189530265;25.79;NO;57
730170648930;38.87;NO;62
7702195713507;114.44;NO;2
7750215000632;171.11;NO;6
8904210707082;43.96;NO;10
7598176000151;74.84;NO;4
791466994834;65.03;NO;42
7598176000281;138.05;NO;5
793869810308;221.25;NO;103
7592782000338;142.05;NO;9
7750215025475;872.28;NO;2
6942189304293;46.14;NO;107
7598455000100;239.41;NO;11
7598455000353;100.27;NO;6
196852522460;168.21;NO;23
7800061001601;51.95;NO;33
7750215026212;107.54;NO;54
7598176000267;83.92;NO;33
7592616011028;91.33;NO;26
8904210707396;114.08;NO;42
8904210806426;97.73;NO;45
7598677000476;392.36;NO;27
7596347807172;51.95;NO;21
8904210707488;153.31;NO;31
7598176000854;165.66;NO;24
7598852001465;181.65;NO;3
7750215029381;108.63;NO;54
5060560911470;129.33;NO;63
7703038067214;125.7;NO;99
8904210707426;128.61;NO;11
7598677000414;74.84;NO;26
7598650000288;25.79;NO;3
7750215007433;153.68;NO;60
7592616192024;65.68;NO;17
7750215029633;57.04;NO;162
7592616367026;69.0;NO;9
7750215002834;97.73;NO;22
7598176000120;73.39;NO;7
7598176000090;81.02;NO;6
7592616576398;169.04;NO;94
7598176000021;54.13;NO;127
8906081306876;180.92;NO;36
08906051293069;50.86;NO;252
7598852000963;181.65;NO;29
7598176000700;144.96;NO;1
7750215026632;268.48;NO;36
7896523206691;112.99;NO;79
7800061080101;22.89;NO;166
7598677000230;148.95;NO;7
7598852000994;98.45;NO;19
7592616083018;72.71;NO;145
8904210707440;51.95;NO;21
7597767000358;90.83;NO;51
7592616110028;133.53;NO;51
8904278582768;57.04;NO;3
7592616576596;35.68;NO;40
7894164009633;105.72;NO;8
7598176000304;264.48;NO;8
PREGABA MABINE;181.65;NO;15
6034387234820;33.79;NO;18999
IPRATROPIO MABINE;378.92;NO;9
7598650000561;129.33;NO;19
7598677000018;97.36;NO;49
7592616584157;144.35;NO;30
6942189304132;25.79;NO;76
8904187830677;47.23;NO;22
8904187829503;57.76;NO;16
8906045946193;78.51;NO;57
8904187866065;158.76;NO;28
MOXIFLO- 400MG;116.26;NO;12
8904250515456;233.6;NO;7
7592616030012;80.01;NO;54
8906069872492;83.2;NO;14
7592616583068;100.56;NO;40
8906005118240;35.97;NO;26
6942189304217;71.93;NO;51
7598431000155;144.71;NO;3
7703038066620;1313.69;NO;49
7750215003817;91.91;NO;7
7592616584027;93.0;NO;30
8906005118226;159.13;NO;7
8904187861770;331.69;NO;16
7703038050544;357.49;NO;87
7598176000410;299.0;NO;20
TADALALJ;18.17;NO;41
TADASIVA120;101.0;NO;91
TAMS0.4MGT-9810;48.32;NO;148
7598176000069;133.33;NO;51
8906078136172;23.25;NO;17
8904324102742;37.42;NO;16
8904324101554;50.86;NO;8
8906045361545;145.32;NO;5
8904324101226;95.55;NO;10
8906045361088;117.35;NO;84
8906078136141;26.88;NO;32
8906078135670;9.45;NO;2393
DONE10ZUZU;398.54;NO;9
DONE5ZUZU;317.52;NO;11
8904324102766;362.94;NO;6
8906159251992;67.57;NO;162
8906159250308;101.36;NO;88
8906159250117;46.87;NO;263
8906159250100;25.79;NO;152
DICPOTZUZUAMP;83.2;NO;90
8904324102674;181.65;NO;24
8906045361712;88.28;NO;20
8904324102599;103.9;NO;18
7598008000083;134.78;NO;11
7598008000137;53.04;NO;10
8906159250209;46.87;NO;4
7598008000168;10.54;NO;50
