barcode;price;due_data;stock
7593090002397;293.62;2026-04;31
7593090002199;190.16;2025-06;43
7593090000577;290.63;2025-01;17
7592194003767;715.0;2034-01;7
7592194003750;747.5;2034-01;2
7592194003736;520.0;2034-01;17
7592194003712;435.5; 2034-01;13
7591005004238;149.55; 2026-03;7
7591005004221;196.73; 2025-12;7
7591005006010;109.92; 2024-10;10
7591005677784;137.76; 2026-02;9
7591005677777;176.91; 2026-01;8
7591005004399;129.74; 2027-02;6
7591005004405;173.14; 2027-02;3
7592637002517;2546.84; 2025-08;20
7592601100188;183.73;2025-09;148
7592601100195;258.87;2025-09;306
7592601100164;99.29;2025-08;15
7592601100171;289.77;2025-12;46
7599112000266;975.0;2025-04;14
7591818139004;158.72; 2027-06;89
7592601100218;138.7;2029-01;841
7592601100201;180.45;2025-08;105
7592348203005;101.56; 2025-05;88
7592348203104;153.4; 2025-09;78
7596055000025;72.8; 2025-10;18
7596055000063;650.0;2027-01;4
7596055000094;67.6;2027-02;22
7596055000131;67.6;2027-02;20
7596055000117;67.6;2027-02;12
7596055000018;83.2;2026-01;35
7592510001163;65.0;2027-02;13
7592510001170;78.0;2027-02;5
7592510001118;65.0;2027-02;9
7592510001125;78.0;2027-02;7
7592510001231;93.6;2027-02;10
7592601301516;118.05;2026-11;711
7592601301509;118.05;2025-11;905
7592601301561;118.05;2025-06;684
7592601100874;118.05;2026-09;221
7591243803600;175.5; 2025-03;69
7591243803730;357.5; 2025-07;225
7597134000165;113.06;2026-02;45
7592946168560;244.69;2026-02;149
25525748;110.23;2026-05;43
7594001452348;81.12;2026-02;108
733739029362;547.56; 2025-10;6
7592616584188;150.89; 2026-08;290
7591243804140;175.5; 2025-11;289
7591243804164;201.5; 2026-01;1251
021281083285;102.7; 2025-06;256
7591821210820;400.4; 2025-06;356
7592432017877;354.9; 2024-11;453
7591243804287;119.6; 2025-10;388
7591243804409;195.0; 2025-08;1341
7703333007700;663.0;2026-03;55
8908007037352;84.5;2026-02;416
7592454002400;256.24; 2025-11;1626
7501098609319;405.72; 2025-10;43
7501098609326;533.1; 2025-09;34
7598677000025;86.81;2025-08;188
7750215023396;88.08; 2027-09;159
7591020003209;112.71;2027-11;18
7591020009331;277.89;2026-12;38
7709193551063;103.53; 2026-08;132
7591619517858;396.5;2028-01;80
7591619517865;435.5;2026-01;468
7703333007205;565.5;2026-08;95
7599112000143;214.5; 2026-09;327
7899095203266;209.3; 2025-05;128
7592710001260;141.45; 2026-03;1355
7592710001277;141.45; 2026-03;1149
7592710001253;141.45; 2026-01;39
7592782000055;82.88;2025-11;499
7594001100065;87.1;2026-02;55
7798006872549;1337.7;2025-04;15
7592368001360;780.0; 2026-01;43
7592368003210;268.32; 2025-07;32
7592601303626;345.89; 2026-03;28
7592601303602;183.53; 2026-03;89
7597758000978;69.24; 2025-06;103
7597758000985;85.4; 2025-06;135
7592430000758;344.5;2025-07;35
7595651000354;221.0;2026-03;31
7591519317695;116.92; 2026-09;200
7591519000146;297.67; 2027-02;1371
7591519317701;209.25; 2025-09;281
7591519000122;529.28; 2025-09;898
7591519317671;136.63; 2025-11;169
7591519317688;197.26; 2025-10;290
7591519316247;339.86; 2025-11;504
7591519316230;494.6; 2025-10;590
7591519317664;154.77; 2025-11;112
7591519316254;387.36; 2025-11;692
7591519317657;225.95; 2025-11;132
7591519316261;577.45; 2025-11;560
7591585214942;238.67; 2024-11;83
7595481000081;571.79;2026-08;10
7592512000959;238.72;2026-10;6
7595481000036;997.79;2026-08;10
7595481000043;455.26;2024-08;21
7595481000029;662.84;2026-07;23
7595481000050;329.3;2026-02;4
7595651000040;27.3;2026-03;167
7595651000026;24.7;2025-11;19
7595651000033;24.7;2026-03;124
7595651000019;16.9;2027-02;83
